a 一 一个 每
aback 向后
specificity 特性
specify 规定
specimen 样品
speciology 物种学
speciosity 华而不实
specious 似是而非
speck 斑点
specked 有斑痕
spectacle 景象
spectacular 壮观
spectate 出席观看
spectator 观众
spectral 光谱
spectre 鬼性
spectrograph 摄谱仪
spectrometer 分光仪
spectroscope 分光镜
spectrum 型谱
spectrum 光谱
specular 镜子
speculate 思索
speculation 思索
speculative 投机
speculator 投机者
speech 演说
speechless 不能说话
speed 加速
speed 速度
speeding 加速
speeding 超速行驶
speedometer 里程计
spell 拼写
spell 一段时间
spelling 拼法
spend 花费
spendthrift 挥霍者
speroid 球状体
spew 喷涌
sphere 球体
sphere 半球
spherical 球形
spice 情趣
spider 蜘蛛
spike 长钉
spike 穿刺
spill 溢出
spillover 溢出
spin 旋转
spinach 菠菜
spindle 心轴
spinnery 纱厂
spiral 盘旋
spiral 螺旋
spirbm 固体推进剂中程弹道导弹
spire 尖顶
spirit 精神
spirited 英勇
spiritless 无精打采
spiritual 精神上
spiritually 在精神上
spit 喷吐
spite 敌意
spite 困扰
spiteful 怀有敌意
spittle 唾沫
spittoon 痰盂
splash 飞溅
splash 斑点
splash 溅湿
splay 张开
spleen 脾
spleenful 脾气坏
splendent 辉煌
splendid 壮丽
splendour 壮丽
splenetic 脾气坏
splenitis 脾炎
splenomegaly 脾肿大
splice 接合
splint 藤条
splinter 碎片
split 分裂
split 裂痕
splittism 分裂主义
splotch 斑点
splurge 卖弄
spoil 扰乱
spoilage 损坏
spoken 口头
spokesman 发言人
spoliate 抢劫
spoliation 掠夺
sponge 用海绵擦拭
sponge 海绵
sponsion 担保
sponsor 赞助
sponsor 主办人
spontaneity 自发性
spontaneous 自发
spoof 哄骗
spool 线轴
spoon 勺子
sporadic 零星
sporadically 分散地
spore 孢子
sport 运动
sportful 娱乐
sportsman 运动员
spot 侦察
spot 现场
spotless 没有污点
spotlight 聚光灯
spouse 配偶
spout 管口
spout 喷涌
sprain 扭伤
spray 喷射
spread 传播
spread 展开
sprightly 轻快
spring 弹跳
spring 提出
spring 春天
springe 圈套
springe 设圈套
springy 有弹性
sprinkle 喷撒
sprinlet 小溪
sprint 疾跑
sprout 萌芽
sprout 苗芽
spruce 整洁
spruce 云杉
spry 矫健敏捷
spunk 勇气
spunk 怒气
spume 泡沫
spur 刺激
spur 驱策
spurn 弃绝
spurt 涌出
sputnik 人造卫星
sputum 痰
spy 间谍
spy 发现
spy 侦察
squabble 争论
squad 班
squadron 中队
squalid 肮脏
squander 浪费
square 方
square 方形
squash 挤压
squashy 易压碎
squat 蹲坐
squat 蹲着
squeezable 可压榨
squeeze 挤榨
squeezer 压榨器
squelch 压制
squib 爆竹
squint 斜视
squirm 蠕动
squirmy 蠕动
squirrel 贮藏
squirrel 松鼠
squirt 喷出
squishy 湿软
sri 斯坦福国际咨询研究所
ssm 面对面导弹
ssm 三四码
ssm 三四码汉字输入法
stab 刺伤
stab 伤痛
stabber 刺者
stability 稳定性
stabilizator 稳压器
stabilize 稳定
stable 稳定
stably 稳定地
stack 堆栈
stack 堆叠
stadium 运动场
staff 人员
stage 阶段
stager 熟练者
stagger 交错
stagger 摇摇摆摆
staging 分段运输
stagnancy 停滞
stagnant 停滞
stagnation 停滞
stagy 做作
staid 沉静
stain 沾污
stain 污点
stainless 不锈
stair 阶梯
stake 树桩
stalactite 钟乳石
stalagmite 石笋
stale 陈腐
stalemate 僵局
stalemate 成为僵局
stalin 斯大林
stalingrad 斯大林格勒
stalk 茎
stall 出售摊
stall 迟延
stalwart 坚定
stamen 雄蕊
stamina 持久力
stammer 结结巴巴地说
stammer 口吃
stammerer 口吃者
stamp 邮票
stampede 惊跑
stance 姿态
stanchion 用支柱支撑
stanchion 支柱
stand 承受
stand 站立
standalone 独立
standard 标准
standardize 标准化
standing 常设
standing 站
standish 墨水台
standpoint 立场
staple 主要成分
stapler 订书机
star 星
starboard 右舷
starch 淀粉
starchy 含淀粉
stare 凝视
stark 刻板
starkly 完全
starry 布满星星
start 开始
starter 启动装置
startle 震惊
startling 令人吃惊
starvation 饥饿
starve 饥饿
stary 星光照耀
stash 中断
stash 隐藏处
stasis 静态平衡
state 状态
state 国家
state 说明
stateless 无国籍
stately 庄严
statement 语句
statesman 政治家
statewide 全国范围
static 静态
statical 静态
station 驻扎
station 站
stationary 静止
stationer 文具商
stationery 文具
stationing 驻扎
statist 统计学家
statistical 统计
statistician 统计人员
statistics 统计学
statolatry 中央集权论
statuary 雕象
statue 雕像
stature 身高
status 状态
statute 法令
statutory 法令
stave 避免
staunch 坚定
stay 停留
stead 替代
steadfast 坚定
steadily 坚定地
steadiness 坚定性
steady 坚定不移
steak 牛排
steal 偷窃
steal 偷盗
stealer 偷取者
stealth 秘密行动
stealthily 荫蔽地
stealthy 隐秘
steam 蒸汽
steam 蒸发
steamer 汽船
steel 钢铁
steely 似钢
steep 陡峭
steepen 尖顶
steer 驾驶
stellar 恒星
stellate 星形
stelliform 星形
stem 茎干
stem 滋生
stem 阻止
stench 恶臭
stenograph 速记
stenographer 速记员
stenography 速记法
step 举步
step 步骤
stepfather 继父
stepmother 继母
stepwise 逐步
stereo 立体
stereogram 实体图
stereometer 体积计
stereotype 用铅板印刷
stereotype 铅板
sterile 毫无结果
stern 严厉
stern 船尾
sterograph 立体照片
stethoscope 听诊器
stevedore 搬运工
stew 炖
steward 乘务员
stewardess 女乘务员
stick 棍
stick 粘贴
stickle 坚持己见
stickler 固执己见的人
sticky 粘性
stiff 僵硬
stiffen 僵硬不变
stifle 窒息
stifling 沉闷
stigma 耻辱
stigmatize 非难
still 静止
still 仍然
stillness 寂静
stilted 生硬
stimulant 刺激物
stimulate 刺激
stimulate 激励
stimulation 刺激作用
stimulus 刺激
sting 刺激
sting 针刺
stink 发出臭味
stint 紧缩节省
stipulate 约定
stir 鼓动
stiring 激动人心
stirp 血统
stirpculture 优生法
stitch 缝合
stitch 缝针
stochastic 随机
stochastical 随机
stock 供应
stock 储备
stockage 储备
stockbroker 经纪人
stockholder 股东
stockholm 斯德哥尔摩
stockily 矮胖
stocking 长统袜
stockpile 储存
stocky 结实粗壮
stomach 容忍
stomach 胃部
stomachic 健胃
stone 石头
stoneless 无核
stony 多石
stool 凳子
stoop 弯腰
stop 停止
stoppage 停止
stopper 制动器
stopple 塞子
storable 可储存
storage 存储
store 存储
storehouse 仓库
storm 暴风雨
stormy 有暴风雨
story 故事
stout 顽强
stouten 坚定
stow 装载
stowage 堆装物
strabismus 斜视
straddle 跨骑
strafe 轰击
straggle 漫延
straight 直接
straight 直立
straighten 伸直
straightway 立即
strain 紧张
strain 拉紧
strainometer 张力计
strait 海峡
strand 搁浅
strange 奇特
stranger 奇特
strangle 扼死
strangler 扼杀者
strangulate 勒死
strap 带
strapper 彪形大汉
strasbourg 斯特拉斯堡
stratagem 策略
strategic 战略
strategics 兵法
strategist 战略家
strategy 战略
stratiform 层状
stratify 分出层次
stratigracy 军人专政
stratigraphy 地层学
stratosphere 同温层
stratum 阶层
straw 稻草
strawberry 草莓
stray 漂泊游荡
streak 飞跑
streak 加上条纹
stream 流注
stream 河流
street 街道
strength 力量
strengthen 加强
strenuous 艰辛发奋
stress 压力
stress 着重强调
stretch 伸展
stretcher 担架
stretchy 有弹性的
stria 条纹
strict 严格
strictly 严格地
stricture 责难
stride 步幅
stride 大步行走
strident 刺耳
strife 冲突
strike 打击
strikingly 惊人显著地
string 排成一列
string 串
stringency 严格
stringent 严格
stringy 纤维
strip 剥去
stripe 条纹
stripling 年轻人
strive 斗争
strobe 闪光灯
strobe 频闪
stroke 打击
strong 强大
strongly 严重地
strongpoint 支撑点
strontium 锶
strop 皮带
structural 结构
structurally 在结构上
structure 构造
structure 结构
struggle 斗争
struggle 战斗
struggller 奋斗者
strum 乱弹
stub 残根
stubborn 顽固
stud 大头钉
student 学生
studio 技术室
studious 勤学
study 研究
stuff 素材资料
stuff 充填
stuffing 填塞料
stuffy 乏味
stumble 绊倒
stump 截去
stump 残余
stupefacient 麻醉性
stupefacient 麻醉剂
stupefaction 麻木状态
stupefy 麻木
stupendous 巨大
stupid 愚笨
stupidity 愚蠢
stupor 昏迷
sturdy 坚强
stuttgart 斯图加特
style 风格
styliform 针状
stylish 流行
stylus 铁笔
styplic 止血
suasion 劝告
suasive 有说服力
suave 温和
sub 子
subacid 略带酸味
subadult 接近成年
subagency 分社
subagent 副代理人
subarea 分区
subassembly 组件
subbranch 分店
subcategory 次范畴
subcommittee 小组委员会
subconscious 下意识
subcontinent 次大陆
subcontract 转包合同
subcutaneous 皮下
subdivide 细分
subduce 减除
subdue 征服
subfunction 子函数
subgroup 子群
subheading 小标题
subject 从属
subject 题目
subject 科目
subject 主题
subject 屈从
subject 遭到
subjection 征服
subjective 主观
subjectivism 主观主义
subjectivity 主观
subjoin 增补
subjugable 可征服
subjugate 压服
subjunctive 虚拟语气
subjunctive 虚拟
sublate 否认
sublation 否认
sublease 转租
sublet 转租
sublethal 尚不致命
sublevel 次层级
sublicense 可转让的许可证
sublicense 转让技术
sublimate 升华
sublime 崇高
sublist 子表
submarine 海底
submarine 潜艇
submerge 掩没
submerged 掩没
submerged 水下
subminiature 超小型
submission 投降
submissive 顺从
submit 提交
submultiple 因数
subnormal 低于正常
subordinate 下属
subordinate 从属
subordinate 服从
suborn 唆使
subparagraph 节
subpeption 隐瞒事实
subplot 次要情节
subprogram 子程序
subroutine 子程序
subscribe 预订
subscriber 用户
subscript 写在下方
subscription 订阅
subsection 分段
subsequent 尔后
subsequently 其后
subserve 促进
subservient 辅助性
subset 子集
subside 衰减
subsidiary 辅助
subsidize 资助
subsidy 补助金
subsist 生存
subsistence 生存
subsonic 亚音速
substance 物质
substandard 低于标准规格
substantial 充实
substantiate 证实
substantive 实质性
substitute 替代品
substitute 替代
substitution 置换
substitutive 代用
substructure 基础
subsume 包含
subsurface 表层下
subsystem 子系统
subterfuge 托词
subterranean 地下
subtitle 副标题
subtle 精细微妙
subtlety 细微差别
subtract 减除
subtropical 亚热带
suburb 郊区
suburban 市郊
suburbanite 郊区居民
subvention 补助金
subversion 颠覆
subversive 颠覆性
subvert 颠覆
subverter 颠覆者
subway 地道
succedent 随后
succeed 取得成功
succeed 跟随
success 成功
success 成就
successful 成功
successfully 成功地
succession 连续性
successive 连续
successor 继任者
succinct 简明
succinite 琥珀
succour 救济
succulent 多汁
succumb 屈从
such 这样的
suchlike 这一类的
suck 吸取
suction 吸引
sudan 苏丹
sudanese 苏丹
sudanese 苏丹人
sudden 突然
suddenly 突然地
suddenness 突然
sudoku 数独
sue 控告
suez 苏伊士
suffer 蒙受
suffer 蒙受损失
sufferable 可忍受
sufferance 忍耐
sufferer 受害者
suffice 满足
suffice 足够
sufficiency 足量
sufficient 足够
sufficiently 充分
sufficingly 足够
suffix 后缀
suffixal 后缀
suffocate 窒息
suffocation 窒息
suffocative 窒息
suffrage 投票
suffuse 充满
suffusion 充满
sugar 食糖
sugary 含糖
suggest 建议
suggest 提出
suggestion 建议
suicidal 自杀性
suicide 自杀
suit 适宜于
suitability 适宜性
suitable 适合
suitcase 小提箱
suite 一批
sullen 阴沉
sully 玷污
sulphur 硫
sultan 苏丹
sum 总数
sumatra 苏门答腊
summarily 概括地
summarize 总结
summary 总结
summer 夏天
summery 夏季
summit 最高层
sumo 相扑
sumptuous 豪华
sun 晒太阳
sun 太阳
sunday 星期日
sundial 日规仪
sundry 各式各样
sunny 阳光充足
sunshine 阳光
super 超级
superable 能克服
superadd 外加
superalloy 超合金
superb 宏伟
superbomber 超级轰炸机
supercarrier 超级航空母舰
superficial 表面
superfine 特级
superfluous 过剩
superhighway 超级公路
superimpose 叠加
superintend 管理
superior 上级
superior 优质
superiority 优越性
superjet 超音速飞机
superlative 最高
superliner 超级客机
supermarket 自选商场
supernatural 超自然
supernormal 超常
superpower 超级大国
superprofit 超额利润
supersecret 绝密
supersede 取代
supersonic 超声
supersonics 超声波学
superstition 迷信
superuser 高层用户
supervi 监督
supervise 监督
supervisor 主管人
supper 晚饭
supplant 取代
supplement 补充
supplemental 辅助
supplementary 互补的
supplicate 恳请
supplicate 恳求
supplier 供给者
supply 供给
support 支持
support 提供支援
supporter 支持者
suppose 假定
suppose 假设
supposition 假设
suppresive 压制性
suppress 压制
suppression 压制
suppressive 压制性
supreme 最高
surabaja 苏腊巴亚
sure 明确
surely 肯定地
surface 表面
surgeon 医生
surgery 外科
surgical 外科
surly 粗暴
surmise 猜测
surmise 猜度
surmount 克服
surname 姓
surpass 超过
surpassing 超过
surplus 过剩
surprisal 惊奇
surprise 突然袭击
surprise 突然性
surprisedly 惊奇
surrealism 超现实主义
surrender 投降
surround 围绕
surtax 附加税
surveillance 监视
surveillant 监督者
surveillant 监督
survey 考察
survey 调查
survival 生存
survive 生还
susceptible 敏感
suspect 怀疑
suspend 延缓
suspense 悬而未决
suspension 延迟
suspicion 怀疑
suspicious 怀疑
sustain 维持承受
sustained 坚持不懈
sustained 维持
sustentation 支持物
suva 苏瓦
suzhou 宿州
swagger 昂首阔步
swallow 燕子
swallow 吞咽
swamp 覆没
swamp 沼泽
swan 天鹅
swap 交换
swarm 蜂群
swarm 云集
swat 猛击
swathe 紧紧包裹
sway 摇摆
swear 宣誓
sweat 汗
sweat 出汗
swede 瑞典人
sweden 瑞典
swedish 瑞典人
swedish 瑞典
swedish 瑞典语
sweep 清扫
sweet 甜
swell 膨胀
swerve 突然转向
swerve 转向
swift 迅速
swiftly 迅速地
swim 游泳
swindle 诈骗
swing 摇摆
swiss 瑞士
switch 开关
switch 转变
switzer 瑞士人
switzerland 瑞士
swivel 旋转
swollen 肿胀
sword 剑
sychnuria 尿频
sydney 悉尼
syllabus 提纲
symbol 符号
symbolic 符号
symbolical 符号
symbolize 符号化
symbology 符号学
symmetrical 对称
sympathetic 同情
sympathize 同情
sympathy 同情心
symphony 交响乐
symposium 专题研讨
symptom 症状
symptomatic 有症状
symptomatize 表明
symptomless 无症状
synchro 同步
synchro 同步机
synchronize 同步
synchronous 同步
synchrotron 同步加速器
syndicate 辛迪加
syndrome 综合病症
synergism 相互配合
synergistic 合成
synonym 同义词
synonymous 同义
synopsis 大纲
synoptically 提纲携领地
syntactic 句法
syntax 句法
synthesis 合成
synthesizer 合成机
synthetic 合成
syphilis 梅毒
syria 叙利亚
syrian 叙利亚
syrian 叙利亚人
syringe 注射器
syringe 注射
syrup 糖浆
system 系统
systematic 系统
systematize 系统化
systemic 全身
systemless 无系统
systolic 收缩
szeged 塞格德
sztv 深圳电视
tab 制表键
tab 定位键
table 桌子
table 表
tablecloth 桌布
tablet 片剂
tablet 牌子
tableware 餐具
tabloid 药片
tabloid 小报
taboo 禁忌
tabriz 大不里士
tabular 列表
tabulate 列表
tabulation 图表
tache 雀斑
tachiol 氟化银
tachograph 自动回转速度计
tachycardia 心动过速
tachycaroiac 心博过速
tachygraph 速记
tachypnea 气促
tacit 默许
taciturn 沉默寡言
tack 附加
tack 策略
tackle 复滑车
tacoma 塔科马
tacp 战术空军控制组
tact 机智
tactful 机智
tactical 战术
tactically 战术上
tactics 策略
tactless 不老练
tadzhikistan 塔吉克
tag 标签
tag 加标签
tagger 附加物
tagore 泰戈尔
tahiti 塔希提岛
taian 泰安
taibei 台北
tail 跟踪
tail 随从人员
tail 尾
tailor 制做
tailor 裁缝
tailored 服务于
taint 感染
taint 污点
taintless 未感染
taiwan 台湾
taiyuan 太原
taizhou 泰州
tajik 塔吉克人
tajiki 塔吉克语
take 慎重对待
take 取
take 采取
talc 滑面
talc 用滑面处理
talcose 滑面粉
tale 故事
talent 才能
talented 有才干
talk 谈话
talkie 有声电影
tall 高
tallage 纳税
tallage 税
tallinn 塔林
tally 记录
tally 吻合
tamable 可驯养
tamatave 塔马塔夫
tame 驯服
tampere 坦佩雷
tampico 坦皮科
tan 茶色
tan 晒成褐色
tananarive 塔那那利佛
tandem 一前一后
tang 有浓味
tang 特殊气味
tanga 坦葛
tanganyika 坦噶尼克
tangent 正切
tangent 切线
tangential 切线
tangerine 深橙色
tangibility 确切性
tangible 切实
tangibly 切实地
tangier 丹吉尔
tangle 混乱状态
tangle 处于混乱状态
tango 探戈
tangshan 唐山
tanjug 南通社
tank 坦克
tank 油罐
tanker 油槽
tanker 油轮
tantalize 激发
tantamount 等价
tanzania 坦桑尼亚
tanzanian 坦桑尼亚人
tanzanian 坦桑尼亚
tap 轻敲
tap 栓
tape 磁带
tar 焦油
tarawa 塔拉瓦
taraxacum 蒲公英
tardily 缓慢
tardiness 缓慢
tardy 拖拉
target 目标
tariff 关税
tarnish 失去光泽
tarpaulin 防水油布
tarriance 耽搁
tarry 等候
tarry 柏油
tart 酸
tart 糕点
tartan 格子呢
tartar 牙石
tartar 酒石
tartish 微酸
tashkent 塔什干
tasimeter 微压计
tasimetry 微压测高
task 任务
task 分派任务
taskmaster 监工
taskmistress 女监工
taskwork 包工
tasmania 塔斯马尼亚岛
tass 塔斯社
taste 味道
taste 领略
tasteable 可品尝
tasteless 索然无味
tasty 美味
tatter 碎布
tattle 闲谈
tattoo 刺花样
tattoo 纹身
taunt 笑骂
taunt 嘲笑
taunt 特别高
tauntingly 嘲笑地
taut 紧张
tavern 酒店
tawny 茶色
tax 税金
tax 征收
taxable 应征税
taxation 征税
taxi 出租汽车
taxi 计程车
taxi 乘坐出租车
taxidermist 标本剥制者
tbilisi 第比利斯
tea 茶
teach 教授
teach 教
teacher 教师
teaching 教学
teahouse 茶馆
teakettle 茶壶
team 组
teamwork 配合
teapot 茶壶
tear 撕裂
tear 泪水
tearful 含泪
tearoom 茶室
tease 嘲弄
teasingly 嘲弄地
teaspoon 茶匙
teat 乳房
teatime 吃茶点时间
technetium 锝
technic 专门技术
technical 技术
technicals 技术性因素
technician 技术员
technicolor 彩色印片
technics 技术
technique 技术
technology 技术
tectonics 筑造学
tedious 乏味
tedium 单调
teem 大量出现
teeth 牙齿
tegucigalpa 特古西加尔巴
tehran 德黑兰
teibutary 附庸
tel 电话
telautogram 传真电报
telecast 电视广播
telecom 电信
telecontrol 遥控
telecopier 传真复印机
teleglobe 全球电信
telegram 电报
telegraph 电报
telegraph 打电报
telegraph 打电报说
telegraphic 电报
telegraphy 电信技术
telemedicine 电视医疗
telemeter 测距仪
telemetering 遥测技术
telemetry 遥测
telephone 电话
telephone 打电话
telesat 通信卫星
telescope 压缩
telescope 望远镜
teleset 电视机
teletext 电视书刊
televiewer 电视观众
televise 电视播送
television 电视
telex 用户电报
tell 让
tell 告诉
tellurium 碲
temper 硬度
temper 心情
temper 调剂
temperament 气质
temperance 节制
temperate 适度
temperature 温度
tempest 暴风雨
tempestuous 骚乱性
template 样板
temple 寺庙
tempo 节奏
temporal 现时
temporarily 临时
temporary 临时性
temporize 见风驶舵
tempt 吸引
temptation 诱惑
ten 十
tenable 可维持
tenacious 顽强
tenacity 坚韧
tenant 租客
tenant 出租
tend 照管
tend 趋向于
tendency 趋势
tender 软弱
tenesmus 里急后重感
tenet 原则
tennessee 田纳西
tennis 网球
tense 紧张
tension 紧张局势
tensity 紧张
tent 帐蓬
tentative 试验性
tenth 第十
tenuity 薄
tenuous 纤细
terbium 铽
term 术语
term 条款
terminal 终端
terminate 终止
termination 终止
terminology 术语
terminus 终点
terrain 地形
terramycin 四环素
terrestrial 陆地
terrible 可怕
terrific 令人恐怖
terrify 惊吓
territorial 领土
territory 地域
terror 恐怖
terrorism 恐怖活动
terrorist 恐怖分子
terse 简明
test 检验
testament 遗嘱
testify 作证
testimonial 推荐书
testimony 证言
testy 方式
tether 范围
tetracycline 四环素
tetter 皮疹
texas 得克萨斯
text 正文
textile 纺织品
textile 纺织
textual 原文
texture 结构
thai 泰国人
thai 泰国
thailand 泰国
thallium 铊
thames 泰晤士河
than 与
than 比
thank 感激
thank 谢谢
thanks 谢谢
that 那
that 那一点
that 那一
that 以此
that 这样
thatcher 撒切尔
thaw 解冻
the 越
the 这些
theater 剧场
theater 战区
theatrical 戏剧性
theft 偷窃行为
theirs 他们的
them 他们
theme 主题
then 那时
thence 因此
theorem 定理
theoretic 理论上
theoretical 理论上
theorist 理论家
theory 理论
therapy 疗法
there 那里
thereabout 附近
thereafter 此后
thereby 进而
therefore 因此
thereof 由此
thermal 热
thermometer 温度计
thermos 暖瓶
thesaurus 辞典
these 这
these 这些
thesis 论文
they 他们
thi 设想
thick 厚
thicken 变厚
thicket 灌木丛
thickness 厚度
thief 贼
thieve 偷
thigh 大腿
thighbone 股骨
thimbu 廷布
thin 稀薄
thing 事物
think 认为
think 想
thinkable 可以想象
thinker 思想家
thinking 思想
thinly 稀疏地
third 第三
third 三
thirdly 第三
thirst 口渴
thirstily 如饥似渴地
thirsty 口渴
thirteen 十三
thirteenth 第十三
thirtieth 第三十
thirty 三十
this 这
this 这个
thong 皮带
thoracic 胸部
thorium 钍
thorny 棘手
thorough 彻底
thoroughfare 大道
those 那些
those 那
though 尽管
thought 认为
thought 思想
thoughtful 考虑周到
thoughtless 欠考虑
thousand 千
thrall 迷惑
thrall 奴隶
thrash 击败
thread 线
threadlike 线状
threat 威胁
threaten 威胁
threaten 威胁要
three 三
threefold 三倍
threshold 门限
thrice 三次
thrift 节俭
thriftless 浪费
thrifty 节约
thrill 发抖
thrive 旺盛
throat 咽喉
throb 震颤跳动
throe 剧痛
thrombocyte 血小板
thrombus 血栓
thron 荆棘
throne 王位宝座
throng 群集
throttle 扼杀
through 穿过
through 度过
through 通过
throughout 遍及
throughout 遍布整个
throughout 在
throughout 在整个
throughput 容许能力
throw 投掷
thrust 冲击
thulium 铥
thumb 拇指
thumb 翻动
thunder 打雷
thunderstorm 雷雨
thursday 星期四
thus 这样
thwart 阻挠挫败
tianjin 天津
tibet 西藏
tick 作滴答声
ticket 票
tidal 潮水
tide 潮流
tidily 整洁地
tidy 整洁
tie 束缚
tie 绳带
tie 牵制
tier 层排
tiger 虎
tight 严紧
tighten 拉紧
tilde 波浪线
tile 瓷砖
tilt 倾斜
timber 木材
timbuktu 廷巴克图
time 时间
time 次
time 记时
timeless 永恒
timeliness 长期有效
timely 适时
timeout 超时
timer 定时器
times 次
times 时期
timesharing 分时
timetable 时间表
timid 胆怯
timidity 胆怯
timing 时机
timing 计时
timorous 胆小
tin 锡
tincture 酊剂
tinder 易燃
tinea 癣
tint 色彩
tiny 微小
tiny 癣
tip 翻倒
tip 尖端
tirana 地拉那
tire 感到疲倦
tire 轮胎
tired 疲倦
tireless 不疲劳
tiresome 使人疲劳
tiring 令人厌倦
tissue 组织
titan 大力神
titanic 巨大
titanium 钛
titbit 趣闻
title 题目
titre 滴定率
tittle 一点
titular 有权
titular 有头衔的人
tnf 战术核部队
tnt 梯恩梯
tntalum 钽
to 到
to 向
to 给
to 至
to 距
to 通往
to 进入
to 已经
to 对
to 于
toad 蟾蜍
toast 烤面包
tobacco 烟草
tobago 多巴哥
tobruk 托布鲁克
tocology 产科学
tocsin 警报
today 今天
toe 脚趾
together 共同
togo 多哥
togolese 多哥
togolese 多哥人
toil 苦干
toil 圈套
toilet 梳洗
toilsome 辛苦
token 标记
tokyo 东京
toledo 托莱多
tolerable 可容忍
tolerance 容忍度
tolerant 容忍
tolerate 忍受
tolerate 容忍
toleration 忍受
toll 税
toll 鸣响
tomato 番茄
tomb 坟墓
tomorrow 明天
ton 吨
tonal 音调
tone 带有色调
tone 音调
tonga 汤加
tongan 汤加人
tongan 汤加
tongchaun 铜川
tongling 铜陵
tongue 舌头
tonic 滋补品
tonic 滋补
tonicity 强壮
tonight 今夜
tonnage 吨位
tonsil 扁桃体
tonsillitis 扁桃体炎
too 太
too 也
tool 工具
tooth 牙齿
toothpaste 牙膏
top 高达
top 顶端
topic 主题
topical 课题
topicality 地区性
topmost 最高
topography 地形学
topological 拓扑学
topology 布局
topology 拓扑
toponym 地名
topping 高耸
topple 倾倒
tops 最好
torch 火炬
torino 托里诺
torment 折磨
torment 痛苦
tormina 肠绞痛
tornado 龙卷风
toronto 多伦多
torpedo 鱼雷
torpid 迟钝
torpidity 麻痹
torpify 麻木
torrent 急流
torrential 奔流
torrid 热带
torsion 扭曲
torso 躯干
tortuous 曲折
torture 折磨
tory 保守党
toss 抛投
total 达到
total 整个
totality 总体
totally 完全
touch 接触
touch 触到
touchstone 试金石
tough 坚韧
toughen 变得坚韧
toughness 健壮性
toulon 土伦
tour 旅游
tour 漫游
tourbillion 旋风
tourer 旅游者
tourism 旅游业
tourist 旅游者
tournament 比赛
tout 吹捧
tow 拖
toward 朝着
toward 通向
toward 向着
towel 毛巾
tower 城堡
town 城镇
toxic 有毒
toxicant 有毒性
toxicant 毒物
toxication 中毒
toxicity 毒性
toxicosis 中毒
toy 玩具
toyama 富山
tpm 全员设备维修
tqc 全面质量管理
trabecula 小梁
trace 踪迹
trace 追述
traceable 可追踪
traceless 无痕迹
tracer 追踪者
tracheitis 气管炎
tracing 追踪
track 跟踪
track 履带
tract 地域
tractable 易于控制
traction 牵引
tractor 拖拉机
trade 贸易
trade 交换
trade 从事贸易
trademark 商标
tradeoff 折衷方案
tradition 传统
traditional 传统
traduce 中伤
traffic 交通
tragedy 悲剧
tragic 悲剧性
tragicomedy 悲喜剧
trail 拖拉
trail 形迹
train 训练
train 火车
trainee 受训练人
trainer 训练者
training 训练
trait 特点
traitor 叛逆者
traitorous 叛变
traitress 女叛徒
trajectory 弹道
trammel 束缚
tramp 践踏
trample 践踏
trance 恍忽
tranquil 平静
tranquility 平静
tranquilizer 镇静剂
tranquillity 平静
tranquillize 平静
transact 处理
transaction 处理事务
transactions 会议录
transcend 超越
transcendent 卓越
transcode 译码
transcribe 转录
transcript 抄本
transducer 转换器
transduction 转换
transect 横切
transfer 传送
transfigure 变形
transfinite 无限
transform 转变
transformer 变压器
transfuse 灌输
transfusion 转移
transgress 超越
transgressor 违背者
transience 短暂
transient 瞬时
transient 瞬时现象
transigent 愿意妥协者
transistor 半导体
transit 通过
transition 过渡
transitive 传递
transitivity 传递性
transitory 短时间
translatable 能译
translate 翻译
translation 翻译
translation 译文
translator 译者
translator 翻译程序
translocate 转移
translucent 半透明
transmission 转播
transmission 传输
transmissive 能传送
transmit 传输
transmitter 传输器
transmute 改变
transnatural 超自然
transnormal 异常
transoccanic 跨洋
transonic 超声
transpacific 横渡太平洋
transparence 透明度
transparent 透明
transpierce 刺穿
transpire 散发
transplant 移植
transponder 转发器
transport 运输
transporter 运输装置
transpose 变换位置
transsonic 超音速
transtage 中间级
transverse 横向
trap 引诱
trap 陷井
trash 垃圾
trashery 废物
trauma 创伤
traumatic 损伤
traumatism 外伤
traumatology 外伤学
travail 辛苦
travel 旅行
traveller 旅行者
traversal 横越
traverse 横过
traverse 护墙
tray 盘子
treacherous 叛逆
treachery 叛逆行为
treacle 糖浆
tread 踩踏
treadle 踏板
treason 叛国
treasure 财产
treasurer 出纳员
treasury 国库
treat 处理
treatise 论文
treatment 治疗
treatment 处理
treaty 条约
treble 三倍
treble 增为三倍
tree 树
tremble 发抖
trembly 发抖
tremendous 巨大
tremor 震颤
tremulous 震颤
trench 战壕
trenchant 锋利
trenchantly 锐利地
trend 倾向
trend 通向
trepang 海参
trepidation 颤抖
trespass 侵入
triad 三合一
triadic 三合一
trial 考验
triangle 三角形
triangular 三角形
tribe 部落
tribulation 磨难
tribunal 法庭
tribune 讲坛
tributary 附庸国
tribute 贡物
trice 一刹那
trick 诡计
trickery 欺骗
trickily 狡猾地
trickiness 复杂
trickish 诡计多端
trickle 滴流
tricksy 狡猾
tricky 狡猾
trident 三叉戟式飞机
trier 实验者
trifle 嘲弄
trifle 小事
trifling 不重要
trig 潇洒
trigger 触发
trigger 板机
trigon 三角形
trigonometry 三角
trilateral 三边
trilateral 三边形
trillion 万亿
trilobite 三叶虫
trilobite 吸尘器
trim 整齐
